"best_available_taxonomy_dim$common_name","date_dim$yyyymmdd","haul_latitude_dim$latitude_in_degrees","haul_longitude_dim$longitude_in_degrees","operation_dim$operation_id","operation_dim$vessel","total_catch_numbers","total_catch_wt_kg"
"Pacific halibut","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","5.8500"
"slender sole","20100828","45.74222222","-124.14000000","201003008037","Excalibur","37","1.6000"
"petrale sole","20100828","45.74222222","-124.14000000","201003008037","Excalibur","28","10.0000"
"English sole","20100828","45.74222222","-124.14000000","201003008037","Excalibur","84","13.0000"
"Dover sole","20100828","45.74222222","-124.14000000","201003008037","Excalibur","62","9.9000"
"rex sole","20100828","45.74222222","-124.14000000","201003008037","Excalibur","51","4.1000"
"sablefish","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.1000"
"Pacific herring","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.1000"
"slim sculpin","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.0100"
"Pacific cod","20100828","45.74222222","-124.14000000","201003008037","Excalibur","4","5.1500"
"lingcod","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.7000"
"Pacific hake","20100828","45.74222222","-124.14000000","201003008037","Excalibur","3","4.5000"
"blackbelly eelpout","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.0200"
"sea anemone unident.","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.0800"
"Giant Anemone","20100828","45.74222222","-124.14000000","201003008037","Excalibur","22","3.4500"
"Dungeness Crab","20100828","45.74222222","-124.14000000","201003008037","Excalibur","173","78.2500"
"rosy tritonia","20100828","45.74222222","-124.14000000","201003008037","Excalibur","5","0.1600"
"Sunflower Star","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.3000"
"flat mud star","20100828","45.74222222","-124.14000000","201003008037","Excalibur","4","0.2000"
"Deep-sea Sunstar","20100828","45.74222222","-124.14000000","201003008037","Excalibur","1","0.1000"
"sponge unident.","20100828","45.74222222","-124.14000000","201003008037","Excalibur","","0.2400"
"brown cat shark","20100829","45.42250000","-124.53194444","201003008042","Excalibur","5","1.0000"
"Pacific Spiny Dogfish","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","1.4500"
"Sandpaper skate","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","1.8500"
"longnose skate","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","1.6000"
"arrowtooth flounder","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.8500"
"Pacific halibut","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","15.1000"
"slender sole","20100829","45.42250000","-124.53194444","201003008042","Excalibur","18","0.9000"
"Dover sole","20100829","45.42250000","-124.53194444","201003008042","Excalibur","274","93.0500"
"rex sole","20100829","45.42250000","-124.53194444","201003008042","Excalibur","3","0.2400"
"blackfin poacher","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","0.0200"
"sablefish","20100829","45.42250000","-124.53194444","201003008042","Excalibur","10","8.1000"
"blacktail snailfish","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.1400"
"Pacific hake","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","1.3000"
"lanternfish unident.","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.0100"
"bigfin eelpout","20100829","45.42250000","-124.53194444","201003008042","Excalibur","10","2.5000"
"black eelpout","20100829","45.42250000","-124.53194444","201003008042","Excalibur","29","1.5500"
"shortspine thornyhead","20100829","45.42250000","-124.53194444","201003008042","Excalibur","158","17.8000"
"longspine thornyhead","20100829","45.42250000","-124.53194444","201003008042","Excalibur","35","2.8000"
"Rougheye/Black-spotted Rockfish","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","2.0000"
"aurora rockfish","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.0600"
"Fleshy Sea Pen","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.1400"
"Reticulated Anemone","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","0.0600"
"Rough Anemone","20100829","45.42250000","-124.53194444","201003008042","Excalibur","35","6.2500"
"Purple Striated Anemone","20100829","45.42250000","-124.53194444","201003008042","Excalibur","11","0.1000"
"Giant Anemone","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","0.1000"
"Pom Pom Anemone","20100829","45.42250000","-124.53194444","201003008042","Excalibur","6","0.5000"
"Big Eyed Eualid","20100829","45.42250000","-124.53194444","201003008042","Excalibur","5","0.0100"
"Glass Shrimp","20100829","45.42250000","-124.53194444","201003008042","Excalibur","10","0.0200"
"North Pacific Armhook Squid","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.6400"
"Big Squid","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","2.1000"
"Deep-sea Spiny Star","20100829","45.42250000","-124.53194444","201003008042","Excalibur","3","1.0200"
"Carpet Star","20100829","45.42250000","-124.53194444","201003008042","Excalibur","8","1.1500"
"Red Star","20100829","45.42250000","-124.53194444","201003008042","Excalibur","2","0.0600"
"","20100829","45.42250000","-124.53194444","201003008042","Excalibur","59","1.2100"
"","20100829","45.42250000","-124.53194444","201003008042","Excalibur","11","0.1400"
"Sandy Sea Cucumber","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.1400"
"sponge unident.","20100829","45.42250000","-124.53194444","201003008042","Excalibur","","3.7000"
"","20100829","45.42250000","-124.53194444","201003008042","Excalibur","1","0.0100"
"brown cat shark","20100829","45.30305556","-124.50833333","201003008043","Excalibur","2","0.6500"
"Sandpaper skate","20100829","45.30305556","-124.50833333","201003008043","Excalibur","2","1.7000"
"longnose skate","20100829","45.30305556","-124.50833333","201003008043","Excalibur","2","3.6500"
"arrowtooth flounder","20100829","45.30305556","-124.50833333","201003008043","Excalibur","3","4.5000"
"slender sole","20100829","45.30305556","-124.50833333","201003008043","Excalibur","23","1.2800"
"Dover sole","20100829","45.30305556","-124.50833333","201003008043","Excalibur","146","57.2000"
"rex sole","20100829","45.30305556","-124.50833333","201003008043","Excalibur","34","6.4000"
"blackfin poacher","20100829","45.30305556","-124.50833333","201003008043","Excalibur","7","0.0800"
"sablefish","20100829","45.30305556","-124.50833333","201003008043","Excalibur","7","7.3500"
"blacktail snailfish","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0400"
"Pacific hake","20100829","45.30305556","-124.50833333","201003008043","Excalibur","8","3.7500"
"Pacific hake","20100829","45.30305556","-124.50833333","201003008043","Excalibur","11","0.0700"
"","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0200"
"bigfin eelpout","20100829","45.30305556","-124.50833333","201003008043","Excalibur","8","1.8500"
"black eelpout","20100829","45.30305556","-124.50833333","201003008043","Excalibur","8","0.5000"
"shortspine thornyhead","20100829","45.30305556","-124.50833333","201003008043","Excalibur","343","30.8700"
"longspine thornyhead","20100829","45.30305556","-124.50833333","201003008043","Excalibur","18","1.1800"
"Rougheye/Black-spotted Rockfish","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","1.8000"
"aurora rockfish","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.3500"
"Purple cone Jelly","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0100"
"Fleshy Sea Pen","20100829","45.30305556","-124.50833333","201003008043","Excalibur","","0.1000"
"Rough Anemone","20100829","45.30305556","-124.50833333","201003008043","Excalibur","9","2.2100"
"Purple Striated Anemone","20100829","45.30305556","-124.50833333","201003008043","Excalibur","10","0.0600"
"Pom Pom Anemone","20100829","45.30305556","-124.50833333","201003008043","Excalibur","3","0.5000"
"Big Eyed Eualid","20100829","45.30305556","-124.50833333","201003008043","Excalibur","20","0.2010"
"Glass Shrimp","20100829","45.30305556","-124.50833333","201003008043","Excalibur","40","0.2010"
"Grooved Tanner Crab","20100829","45.30305556","-124.50833333","201003008043","Excalibur","6","1.4300"
"Hermit Crab","20100829","45.30305556","-124.50833333","201003008043","Excalibur","2","0.0200"
"","20100829","45.30305556","-124.50833333","201003008043","Excalibur","24","0.5800"
"","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.7000"
"clawed armhook squid","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0200"
"Alaskan Pseudarchaster","20100829","45.30305556","-124.50833333","201003008043","Excalibur","3","0.0500"
"Spiny Star","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.5200"
"Carpet Star","20100829","45.30305556","-124.50833333","201003008043","Excalibur","12","1.5600"
"Mud Star","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0100"
"","20100829","45.30305556","-124.50833333","201003008043","Excalibur","80","2.0110"
"","20100829","45.30305556","-124.50833333","201003008043","Excalibur","885","20.3100"
"Notched Brittle Star","20100829","45.30305556","-124.50833333","201003008043","Excalibur","1","0.0100"
"unsorted shab","20100829","45.30305556","-124.50833333","201003008043","Excalibur","","1.2070"
"longnose skate","20100829","45.07250000","-124.22888889","201003008044","Excalibur","7","15.0000"
"spotted ratfish","20100829","45.07250000","-124.22888889","201003008044","Excalibur","7","2.4500"
"arrowtooth flounder","20100829","45.07250000","-124.22888889","201003008044","Excalibur","5","0.8500"
"slender sole","20100829","45.07250000","-124.22888889","201003008044","Excalibur","204","11.4500"
"petrale sole","20100829","45.07250000","-124.22888889","201003008044","Excalibur","6","2.7500"
"English sole","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.2000"
"Dover sole","20100829","45.07250000","-124.22888889","201003008044","Excalibur","18","6.2500"
"rex sole","20100829","45.07250000","-124.22888889","201003008044","Excalibur","248","34.7500"
"sablefish","20100829","45.07250000","-124.22888889","201003008044","Excalibur","40","29.5000"
"threadfin sculpin","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.2400"
"slim sculpin","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.0100"
"Pacific hake","20100829","45.07250000","-124.22888889","201003008044","Excalibur","99","10.9000"
"Pacific hake","20100829","45.07250000","-124.22888889","201003008044","Excalibur","6","0.0400"
"bigfin eelpout","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.3400"
"blackbelly eelpout","20100829","45.07250000","-124.22888889","201003008044","Excalibur","9","0.2000"
"Pacific ocean perch","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.1000"
"darkblotched rockfish","20100829","45.07250000","-124.22888889","201003008044","Excalibur","131","24.9400"
"greenstriped rockfish","20100829","45.07250000","-124.22888889","201003008044","Excalibur","33","8.3000"
"redbanded rockfish","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.0800"
"sea anemone unident.","20100829","45.07250000","-124.22888889","201003008044","Excalibur","6","0.2400"
"Giant Anemone","20100829","45.07250000","-124.22888889","201003008044","Excalibur","24","6.6000"
"ocean shrimp","20100829","45.07250000","-124.22888889","201003008044","Excalibur","791","3.3900"
"Dungeness Crab","20100829","45.07250000","-124.22888889","201003008044","Excalibur","72","37.7000"
"Long Horned Decorator Crab","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.0200"
"Hermit Crab","20100829","45.07250000","-124.22888889","201003008044","Excalibur","1","0.0100"
"rosy tritonia","20100829","45.07250000","-124.22888889","201003008044","Excalibur","7","0.2000"
"flat mud star","20100829","45.07250000","-124.22888889","201003008044","Excalibur","12","0.9600"
"big skate","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","5.5500"
"Sandpaper skate","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.3500"
"longnose skate","20100829","45.30166667","-124.18444444","201003008041","Excalibur","4","13.9000"
"spotted ratfish","20100829","45.30166667","-124.18444444","201003008041","Excalibur","2","0.6500"
"Pacific sanddab","20100829","45.30166667","-124.18444444","201003008041","Excalibur","223","17.8500"
"arrowtooth flounder","20100829","45.30166667","-124.18444444","201003008041","Excalibur","29","7.0500"
"slender sole","20100829","45.30166667","-124.18444444","201003008041","Excalibur","167","5.0000"
"petrale sole","20100829","45.30166667","-124.18444444","201003008041","Excalibur","14","4.1200"
"English sole","20100829","45.30166667","-124.18444444","201003008041","Excalibur","5","1.3000"
"Dover sole","20100829","45.30166667","-124.18444444","201003008041","Excalibur","130","28.7000"
"rex sole","20100829","45.30166667","-124.18444444","201003008041","Excalibur","77","8.4500"
"sablefish","20100829","45.30166667","-124.18444444","201003008041","Excalibur","110","81.1500"
"lingcod","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","7.4500"
"Pacific hake","20100829","45.30166667","-124.18444444","201003008041","Excalibur","5","3.9500"
"Pacific hake","20100829","45.30166667","-124.18444444","201003008041","Excalibur","3","0.0200"
"blackbelly eelpout","20100829","45.30166667","-124.18444444","201003008041","Excalibur","7","0.1400"
"darkblotched rockfish","20100829","45.30166667","-124.18444444","201003008041","Excalibur","66","13.4500"
"greenstriped rockfish","20100829","45.30166667","-124.18444444","201003008041","Excalibur","46","9.2000"
"sea anemone unident.","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.0600"
"Giant Anemone","20100829","45.30166667","-124.18444444","201003008041","Excalibur","17","2.3500"
"Dana`s Blade Shrimp","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.0100"
"Dungeness Crab","20100829","45.30166667","-124.18444444","201003008041","Excalibur","109","69.8500"
"Hermit Crab","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.0400"
"rosy tritonia","20100829","45.30166667","-124.18444444","201003008041","Excalibur","3","0.1200"
"","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.1200"
"flat mud star","20100829","45.30166667","-124.18444444","201003008041","Excalibur","26","2.7500"
"Basket Star","20100829","45.30166667","-124.18444444","201003008041","Excalibur","2","0.0400"
"Columbian anemone","20100829","45.30166667","-124.18444444","201003008041","Excalibur","1","0.0600"
"big skate","20100902","44.44361111","-124.35083333","201007008008","Excalibur","15","58.9500"
"big skate","20100902","44.44361111","-124.35083333","201007008008","Excalibur","2","0.4500"
"longnose skate","20100902","44.44361111","-124.35083333","201007008008","Excalibur","2","9.3500"
"spotted ratfish","20100902","44.44361111","-124.35083333","201007008008","Excalibur","7","2.1500"
"Pacific sanddab","20100902","44.44361111","-124.35083333","201007008008","Excalibur","467","42.0500"
"Pacific halibut","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","17.9000"
"slender sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","6","0.4000"
"petrale sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","58","30.1000"
"English sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","236","34.5000"
"Dover sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","14","1.3500"
"rex sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","130","12.4000"
"southern rock sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","3","0.7500"
"curlfin sole","20100902","44.44361111","-124.35083333","201007008008","Excalibur","38","10.1500"
"Pacific herring","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.0800"
"brown Irish lord","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.0400"
"grunt sculpin","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.0200"
"lingcod","20100902","44.44361111","-124.35083333","201007008008","Excalibur","7","1.6500"
"kelp greenling","20100902","44.44361111","-124.35083333","201007008008","Excalibur","5","0.7500"
"canary rockfish","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.1800"
"gorgonian coral unident.","20100902","44.44361111","-124.35083333","201007008008","Excalibur","2","0.0400"
"Giant Anemone","20100902","44.44361111","-124.35083333","201007008008","Excalibur","9","3.2500"
"Dungeness Crab","20100902","44.44361111","-124.35083333","201007008008","Excalibur","","17.9000"
"Brown Box Crab","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.0400"
"Bobtail Squid","20100902","44.44361111","-124.35083333","201007008008","Excalibur","1","0.0200"
"Short-Spined Pink Star","20100902","44.44361111","-124.35083333","201007008008","Excalibur","2","0.2400"
"flat mud star","20100902","44.44361111","-124.35083333","201007008008","Excalibur","5","0.6000"
"Columbian anemone","20100902","44.44361111","-124.35083333","201007008008","Excalibur","2","0.0400"
"longnose skate","20100902","44.47555556","-124.28861111","201007008007","Excalibur","1","3.4500"
"spotted ratfish","20100902","44.47555556","-124.28861111","201007008007","Excalibur","12","3.7500"
"Pacific sanddab","20100902","44.47555556","-124.28861111","201007008007","Excalibur","251","20.5500"
"arrowtooth flounder","20100902","44.47555556","-124.28861111","201007008007","Excalibur","1","0.3500"
"slender sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","3","0.2200"
"petrale sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","9","2.2000"
"English sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","158","26.8100"
"Dover sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","13","2.3000"
"rex sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","69","5.8500"
"curlfin sole","20100902","44.47555556","-124.28861111","201007008007","Excalibur","1","0.3000"
"jellyfish unident.","20100902","44.47555556","-124.28861111","201007008007","Excalibur","1","0.0200"
"Giant Anemone","20100902","44.47555556","-124.28861111","201007008007","Excalibur","3","0.1600"
"Dungeness Crab","20100902","44.47555556","-124.28861111","201007008007","Excalibur","47","40.3000"
"flat mud star","20100902","44.47555556","-124.28861111","201007008007","Excalibur","2","0.1800"
"Columbian anemone","20100902","44.47555556","-124.28861111","201007008007","Excalibur","1","0.0300"
"big skate","20100902","44.51305556","-124.30472222","201007008006","Excalibur","2","0.2800"
"spotted ratfish","20100902","44.51305556","-124.30472222","201007008006","Excalibur","1","0.2000"
"Pacific sanddab","20100902","44.51305556","-124.30472222","201007008006","Excalibur","117","9.3000"
"arrowtooth flounder","20100902","44.51305556","-124.30472222","201007008006","Excalibur","2","0.5500"
"slender sole","20100902","44.51305556","-124.30472222","201007008006","Excalibur","6","0.4200"
"petrale sole","20100902","44.51305556","-124.30472222","201007008006","Excalibur","2","0.1200"
"English sole","20100902","44.51305556","-124.30472222","201007008006","Excalibur","44","9.3900"
"Dover sole","20100902","44.51305556","-124.30472222","201007008006","Excalibur","27","4.8100"
"rex sole","20100902","44.51305556","-124.30472222","201007008006","Excalibur","108","8.6000"
"Pacific hake","20100902","44.51305556","-124.30472222","201007008006","Excalibur","2","4.6000"
"Giant Anemone","20100902","44.51305556","-124.30472222","201007008006","Excalibur","11","4.2500"
"Dungeness Crab","20100902","44.51305556","-124.30472222","201007008006","Excalibur","23","21.3500"
"Columbian anemone","20100902","44.51305556","-124.30472222","201007008006","Excalibur","2","0.1000"
"big skate","20100902","44.39805556","-124.39027778","201007008009","Excalibur","3","1.7000"
"Pacific sanddab","20100902","44.39805556","-124.39027778","201007008009","Excalibur","1160","161.7000"
"arrowtooth flounder","20100902","44.39805556","-124.39027778","201007008009","Excalibur","1","0.3000"
"slender sole","20100902","44.39805556","-124.39027778","201007008009","Excalibur","22","1.0500"
"petrale sole","20100902","44.39805556","-124.39027778","201007008009","Excalibur","19","17.5000"
"English sole","20100902","44.39805556","-124.39027778","201007008009","Excalibur","335","60.0500"
"Dover sole","20100902","44.39805556","-124.39027778","201007008009","Excalibur","45","9.7500"
"rex sole","20100902","44.39805556","-124.39027778","201007008009","Excalibur","111","12.8500"
"Pacific hake","20100902","44.39805556","-124.39027778","201007008009","Excalibur","1","0.0200"
"Giant Anemone","20100902","44.39805556","-124.39027778","201007008009","Excalibur","15","6.3000"
"Dungeness Crab","20100902","44.39805556","-124.39027778","201007008009","Excalibur","30","24.6500"
"flat mud star","20100902","44.39805556","-124.39027778","201007008009","Excalibur","2","0.0800"
"big skate","20100902","44.33305556","-124.35166667","201007008011","Excalibur","5","3.0900"
"longnose skate","20100902","44.33305556","-124.35166667","201007008011","Excalibur","1","5.0500"
"Pacific sanddab","20100902","44.33305556","-124.35166667","201007008011","Excalibur","835","106.0000"
"slender sole","20100902","44.33305556","-124.35166667","201007008011","Excalibur","4","0.2000"
"petrale sole","20100902","44.33305556","-124.35166667","201007008011","Excalibur","15","11.1000"
"English sole","20100902","44.33305556","-124.35166667","201007008011","Excalibur","115","15.2500"
"Dover sole","20100902","44.33305556","-124.35166667","201007008011","Excalibur","19","5.0000"
"rex sole","20100902","44.33305556","-124.35166667","201007008011","Excalibur","294","33.0500"
"sablefish","20100902","44.33305556","-124.35166667","201007008011","Excalibur","1","0.5000"
"Pacific staghorn sculpin","20100902","44.33305556","-124.35166667","201007008011","Excalibur","1","0.1600"
"lingcod","20100902","44.33305556","-124.35166667","201007008011","Excalibur","5","0.9900"
"Giant Anemone","20100902","44.33305556","-124.35166667","201007008011","Excalibur","9","1.0600"
"Dungeness Crab","20100902","44.33305556","-124.35166667","201007008011","Excalibur","19","10.1000"
"Sunflower Star","20100902","44.33305556","-124.35166667","201007008011","Excalibur","1","0.4000"
"Pacific sanddab","20100902","44.27250000","-124.32000000","201007008013","Excalibur","831","91.0800"
"arrowtooth flounder","20100902","44.27250000","-124.32000000","201007008013","Excalibur","2","0.9000"
"slender sole","20100902","44.27250000","-124.32000000","201007008013","Excalibur","1","0.0200"
"petrale sole","20100902","44.27250000","-124.32000000","201007008013","Excalibur","26","12.3500"
"English sole","20100902","44.27250000","-124.32000000","201007008013","Excalibur","112","16.2000"
"Dover sole","20100902","44.27250000","-124.32000000","201007008013","Excalibur","3","0.2500"
"rex sole","20100902","44.27250000","-124.32000000","201007008013","Excalibur","437","39.9000"
"sablefish","20100902","44.27250000","-124.32000000","201007008013","Excalibur","1","0.0800"
"Pacific staghorn sculpin","20100902","44.27250000","-124.32000000","201007008013","Excalibur","1","0.2000"
"Giant Anemone","20100902","44.27250000","-124.32000000","201007008013","Excalibur","27","4.2000"
"Dungeness Crab","20100902","44.27250000","-124.32000000","201007008013","Excalibur","57","21.5000"
"Bobtail Squid","20100902","44.27250000","-124.32000000","201007008013","Excalibur","1","0.0200"
"Sunflower Star","20100902","44.27250000","-124.32000000","201007008013","Excalibur","3","1.5500"
"Short-Spined Pink Star","20100902","44.27250000","-124.32000000","201007008013","Excalibur","1","0.2200"
"flat mud star","20100902","44.27250000","-124.32000000","201007008013","Excalibur","2","0.1000"
"Pacific sanddab","20100902","44.57138889","-124.32444444","201007008005","Excalibur","789","75.3500"
"slender sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","8","0.4200"
"petrale sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","10","2.3000"
"English sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","116","16.6500"
"Dover sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","30","4.3500"
"rex sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","129","13.9000"
"curlfin sole","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","0.3000"
"slim sculpin","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","0.0300"
"Orange Sea Pen","20100902","44.57138889","-124.32444444","201007008005","Excalibur","2","0.0400"
"Giant Anemone","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","0.5400"
"Dungeness Crab","20100902","44.57138889","-124.32444444","201007008005","Excalibur","29","19.1500"
"Sunflower Star","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","1.2400"
"flat mud star","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","0.0400"
"Columbian anemone","20100902","44.57138889","-124.32444444","201007008005","Excalibur","1","0.0600"
"big skate","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.4400"
"Pacific sanddab","20100902","44.30388889","-124.34972222","201007008012","Excalibur","475","50.8500"
"arrowtooth flounder","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.2000"
"slender sole","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.0400"
"petrale sole","20100902","44.30388889","-124.34972222","201007008012","Excalibur","11","4.5500"
"English sole","20100902","44.30388889","-124.34972222","201007008012","Excalibur","84","9.1000"
"Dover sole","20100902","44.30388889","-124.34972222","201007008012","Excalibur","8","2.2500"
"rex sole","20100902","44.30388889","-124.34972222","201007008012","Excalibur","151","17.7500"
"sablefish","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.6500"
"slim sculpin","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.0100"
"lingcod","20100902","44.30388889","-124.34972222","201007008012","Excalibur","5","1.1500"
"jellyfish unident.","20100902","44.30388889","-124.34972222","201007008012","Excalibur","","0.1000"
"Giant Anemone","20100902","44.30388889","-124.34972222","201007008012","Excalibur","22","2.7000"
"Dungeness Crab","20100902","44.30388889","-124.34972222","201007008012","Excalibur","20","9.8000"
"Sunflower Star","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.2600"
"Short-Spined Pink Star","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.1200"
"flat mud star","20100902","44.30388889","-124.34972222","201007008012","Excalibur","1","0.0600"
"Pacific sanddab","20100902","44.64500000","-124.29222222","201007008004","Excalibur","1689","150.5500"
"slender sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","10","0.5200"
"petrale sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","17","1.1000"
"English sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","70","13.8000"
"Dover sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","15","2.5500"
"rex sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","44","4.0000"
"curlfin sole","20100902","44.64500000","-124.29222222","201007008004","Excalibur","12","3.2500"
"Orange Sea Pen","20100902","44.64500000","-124.29222222","201007008004","Excalibur","1","0.1000"
"sea anemone unident.","20100902","44.64500000","-124.29222222","201007008004","Excalibur","1","0.0200"
"Dungeness Crab","20100902","44.64500000","-124.29222222","201007008004","Excalibur","18","11.0000"
"Sunflower Star","20100902","44.64500000","-124.29222222","201007008004","Excalibur","2","1.3400"
"sea nettle","20100902","44.64500000","-124.29222222","201007008004","Excalibur","3","0.6400"
"Pacific Spiny Dogfish","20100902","44.37500000","-124.36194444","201007008010","Excalibur","2","0.4200"
"big skate","20100902","44.37500000","-124.36194444","201007008010","Excalibur","4","15.2500"
"spotted ratfish","20100902","44.37500000","-124.36194444","201007008010","Excalibur","4","1.9000"
"Pacific sanddab","20100902","44.37500000","-124.36194444","201007008010","Excalibur","2872","299.6500"
"arrowtooth flounder","20100902","44.37500000","-124.36194444","201007008010","Excalibur","1","0.1200"
"slender sole","20100902","44.37500000","-124.36194444","201007008010","Excalibur","28","1.4000"
"petrale sole","20100902","44.37500000","-124.36194444","201007008010","Excalibur","11","5.3500"
"English sole","20100902","44.37500000","-124.36194444","201007008010","Excalibur","138","26.5500"
"Dover sole","20100902","44.37500000","-124.36194444","201007008010","Excalibur","43","8.7000"
"rex sole","20100902","44.37500000","-124.36194444","201007008010","Excalibur","323","34.1500"
"Pacific hake","20100902","44.37500000","-124.36194444","201007008010","Excalibur","1","1.5500"
"Giant Anemone","20100902","44.37500000","-124.36194444","201007008010","Excalibur","6","0.9500"
"Dungeness Crab","20100902","44.37500000","-124.36194444","201007008010","Excalibur","26","17.8500"
"Sunflower Star","20100902","44.37500000","-124.36194444","201007008010","Excalibur","1","0.8000"
"Short-Spined Pink Star","20100902","44.37500000","-124.36194444","201007008010","Excalibur","1","0.1400"
"flat mud star","20100902","44.37500000","-124.36194444","201007008010","Excalibur","2","0.0800"
"big skate","20100903","44.31166667","-124.28222222","201007008017","Excalibur","1","0.5500"
"Pacific sanddab","20100903","44.31166667","-124.28222222","201007008017","Excalibur","103","6.1000"
"arrowtooth flounder","20100903","44.31166667","-124.28222222","201007008017","Excalibur","2","0.0600"
"slender sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","8","0.3600"
